Word,Synonym
ātmam,constituted
etat,this (material existence)
svayam,itself
ca,also
śāṁyati,is pacified
asamit,without fuel
yathā,just as
agniḥ,fire.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
baddhaḥ,in bondage
muktaḥ,liberated
iti,thus
vyākhyā,the explanation of the living entity
guṇataḥ,due to the modes of material nature
me,which are My potency
na,not
vastutaḥ,in reality
guṇasya,of the modes of material nature
māyā,My illusory energy
mūlatvāt,because of being the cause
na,not
me,of Me
mokṣaḥ,liberation
na,nor
bandhanam,bondage.
śoka,lamentation
mohau,and illusion
sukham,happiness
duḥkham,distress
deha-āpattiḥ,accepting a material body
ca,also
māyayā,by the influence ofmāyā
svapnaḥ,a dream
yathā,just as
ātmanaḥ,of the intelligence
khyātiḥ,merely an idea
saṁsṛtiḥ,material existence
na,is not
tu,indeed
vāstavī,real.
vidyā,knowledge
avidye,and ignorance
mama,My
tanū,manifested energies
viddhi,please understand
uddhava,O Uddhava
śarīriṇām,of the embodied living entities
mokṣa,liberation
bandha,bondage
karī,causing
ādye,"original, eternal"
māyayā,by the potency
me,My
vinirmite,produced.
ekasya,of the one
eva,certainly
mama,My
aṁśasya,part and parcel
jīvasya,of the living entity
eva,certainly
mahā-mate,O most intelligent one
bandhaḥ,bondage
asya,of him
avidyayā,by ignorance
anādiḥ,beginningless
vidyayā,by knowledge
ca,and
tathā,similarly
itaraḥ,"the opposite of bondage, liberation."
atha,thus
baddhasya,of the conditioned soul
muktasya,of the liberated Personality of Godhead
vailakṣaṇyam,different characteristics
vadāmi,I will now speak
te,unto you
viruddha,opposing
dharmiṇoḥ,whose two natures
tāta,My dear Uddhava
sthitayoḥ,of the two who are situated
eka-dharmiṇi,in the one body which manifests their different characteristics.
suparṇau,two birds
etau,these
sadṛśau,similar
sakhāyau,friends
yadṛcchayā,by chance
etau,these two
kṛta,made
nīḍau,a nest
ca,and
vṛkṣe,in a tree
ekaḥ,one
tayoḥ,of the two
khādati,is eating
pippala,of the tree
annam,the fruits
anyaḥ,the other
nirannaḥ,not eating
api,although
balena,by strength
bhūyān,He is superior.
ātmānam,Himself
anyam,the other
ca,also
saḥ,He
veda,knows
vidvān,being omniscient
apippala-adaḥ,not eating the fruits of the tree
na,not
tu,but
pippala-adaḥ,the one who is eating the fruits of the tree
yaḥ,who
avidyayā,with ignorance
yuk,filled
saḥ,he
tu,indeed
nitya,eternally
baddhaḥ,conditioned
vidyā-mayaḥ,full of perfect knowledge
yaḥ,who
saḥ,he
tu,indeed
nitya,eternally
muktaḥ,liberated.
deha,in the material body
sthaḥ,situated
api,although
na,not
deha,in the body
sthaḥ,situated
vidvān,an enlightened person
svapnāt,from a dream
yathā,just as
utthitaḥ,having risen
adeha,not in the body
sthaḥ,situated
api,although
deha,in the body
sthaḥ,situated
ku-matiḥ,a foolish person
svapna,a dream
dṛk,seeing
yathā,just as.
indriyaiḥ,by the senses
indriya,of the senses
artheṣu,in the objects
guṇaiḥ,by those generated from the modes of nature
api,even
guṇeṣu,in those generated by the same modes
ca,also
gṛhyamāṇeṣu,as they are being accepted
aham,false ego
kuryāt,should create
na,not
vidvān,one who is enlightened
yaḥ,who
tu,indeed
avikriyaḥ,is not affected by material desire.
daiva,of one’s previous fruitive activities
adhīne,which is under the influence
śarīre,in the material body
asmin,in this
guṇa,by the modes of nature
bhāvyena,which are produced
karmaṇā,by fruitive activities
vartamānaḥ,being situated
abudhaḥ,one who is foolish
tatra,within the bodily functions
kartā,the doer
asmi,I am
iti,thus
nibadhyate,is bound up.
evam,thus
viraktaḥ,detached from material enjoyment
śayane,in lying or sleeping
āsana,in sitting
aṭana,walking
majjane,or in bathing
darśana,in seeing
sparśana,touching
ghrāṇa,smelling
bhojana,eating
śravaṇa,hearing
ādiṣu,and so on
na,not
tathā,in that way
badhyate,is bound
vidvān,an intelligent person
tatratatra,wherever he goes
ādayan,causing to experience
guṇān,"the senses, born of the modes of nature."
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
sattvam,goodness
rajaḥ,passion
tamaḥ,ignorance
iti,thus known
guṇāḥ,the modes of material nature
buddheḥ,pertain to material intelligence
na,not
ca,also
ātmanaḥ,to the soul
sattvena,by the material mode of goodness
anyatamau,the other two (passion and ignorance)
hanyāt,may be destroyed
sattvam,the material mode of goodness
sattvena,by purified goodness
ca,also (may be destroyed)
eva,certainly
hi,indeed.
sattvāt,from the mode of goodness
dharmaḥ,religious principles
bhavet,arise
vṛddhāt,which are strengthened
puṁsaḥ,of a person
mat-bhakti,by devotional service to Me
lakṣaṇaḥ,characterized
sāttvika,of things in the mode of goodness
upāsayā,by serious cultivation
sattvam,the mode of goodness
tataḥ,from that mode
dharmaḥ,religious principles
pravartate,arise.
dharmaḥ,religious principles based on devotional service
rajaḥ,the mode of passion
tamaḥ,the mode of ignorance
hanyāt,destroy
sattva,of goodness
vṛddhiḥ,by the increase
anuttamaḥ,the greatest
āśu,quickly
naśyati,is destroyed
tat,of passion and ignorance
mūlaḥ,the root
hi,certainly
adharmaḥ,irreligion
ubhayehate,when both are destroyed.
āgamaḥ,religious scriptures
apaḥ,water
prajāḥ,association with people in general or one’s children
deśaḥ,place
kālaḥ,time
karma,activities
ca,also
janma,birth
ca,also
dhyānam,meditation
mantraḥ,chanting ofmantras
atha,and
saṁskāraḥ,rituals for purification
daśa,ten
ete,these
guṇa,of the modes of nature
hetavaḥ,causes.
tattat,those things
sāttvikam,in the mode of goodness
eva,indeed
eṣām,among the ten items
yatyat,whatever
vṛddhāḥ,"the sages of the past, such as Vyāsadeva, who are expert in Vedic knowledge"
pracakṣate,they praise
nindanti,they scorn
tāmasam,in the mode of ignorance
tattat,those things
rājasam,in the mode of passion
tat,by the sages
upekṣitam,"left alone, neither praised nor criticized."
sāttvikāni,things in the mode of goodness
eva,indeed
seveta,he should cultivate
pumān,a person
sattva,the mode of goodness
vivṛddhaye,in order to increase
tataḥ,from that (increase in goodness)
dharmaḥ,one is fixed in religious principles
tataḥ,from that (religion)
jñānam,knowledge is manifest
yāvat,until
smṛtiḥ,"self-realization, remembering one’s eternal identity"
apohanam,driving away (the illusory identification with the material body and mind).
veṇu,of bamboo
saṅgharṣa-jaḥ,generated by the friction
vahniḥ,fire
dagdhvā,having burned
śāmyati,is pacified
tat,of bamboo
vanam,the forest
evam,thus
guṇa,of the modes of nature
vyatyaya-jaḥ,generated by interaction
dehaḥ,the material body
śāmyati,is pacified
tat,as the fire
kriyaḥ,performing the same action.
śrī-uddhavaḥuvāca,Śrī Uddhava said
vidanti,they know
martyāḥ,human beings
prāyeṇa,generally
viṣayān,sense gratification
padam,a situation
āpadām,of many miserable conditions
tathāapi,even so
bhuñjate,they enjoy
kṛṣṇa,O Kṛṣṇa
tat,such sense gratification
katham,how is it possible
śva,dogs
khara,asses
aja,and goats
vat,just like.
śrī-uddhavaḥuvāca,Śrī Uddhava said
vadanti,they speak
kṛṣṇa,my dear Kṛṣṇa
śreyāṁsi,processes for advancement in life
bahūni,many
brahma-vādinaḥ,the learned sages who have explained the Vedic literature
teṣām,of all such processes
vikalpa,of varieties of perception
prādhānyam,supremacy
uta,or
aho,indeed
eka,of one
mukhyatā,being most important.
bhavatā,by You
udāhṛtaḥ,clearly stated
svāmin,O my Lord
bhakti-yogaḥ,devotional service
anapekṣitaḥ,without material desires
nirasya,removing
sarvataḥ,in all respects
saṅgam,material association
yena,by which (devotional service)
tvayi,in Your Lordship
āviśet,may enter
manaḥ,the mind.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
kālena,by the influence of time
naṣṭā,lost
pralaye,at the time of annihilation
vāṇī,message
iyam,this
veda-saṁjñitā,consisting of theVedas
mayā,by Me
ādau,at the time of creation
brahmaṇe,unto Lord Brahmā
proktā,spoken
dharmaḥ,religious principles
yasyām,in which
mat-ātmakaḥ,identical with Me.
tena,by Brahmā
proktā,spoken
sva-putrāya,to his son
manave,to Manu
pūrva-jāya,the oldest
sā,that Vedic knowledge
tataḥ,from Manu
bhṛgu-ādayaḥ,those headed by Bhṛgu Muni
agṛhṇan,accepted
sapta,seven
brahma,in Vedic literature
mahā-ṛṣayaḥ,most learned sages.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
jita-indriyasya,of one who has conquered his senses
yuktasya,who has steadied the mind
jita-śvāsasya,and conquered his breathing system
yoginaḥ,of such ayogī
mayi,in Me
dhārayataḥ,fixing
cetaḥ,his consciousness
upatiṣṭhanti,appear
siddhayaḥ,the mystic perfections ofyoga.
śrī-uddhavaḥuvāca,Śrī Uddhava said
kayā,by what
dhāraṇayā,process of meditation
kāsvit,which indeed
katham,in what manner
vā,or
siddhiḥ,mystic perfection
acyuta,My dear Lord
kati,how many
vā,or
siddhayaḥ,perfections
brūhi,please speak
yoginām,of allyogīs
siddhi-daḥ,the giver of mystic perfections
bhavān,You.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
siddhayaḥ,mystic perfections
aṣṭādaśa,eighteen
proktāḥ,are declared
dhāraṇāḥ,meditations
yoga,ofyoga
pāra-gaiḥ,by the masters
tāsām,of the eighteen
aṣṭau,eight
mat-pradhānāḥ,have their shelter in Me
daśa,ten
eva,indeed
guṇa-hetavaḥ,are manifested from the material mode of goodness.
śrī-uddhavaḥuvāca,Śrī Uddhava said
tvam,You are
brahma,the greatest
paramam,the supreme
sākṣāt,Himself
anādi,without beginning
antam,without end
apāvṛtam,unlimited by anything else
sarveṣām,of all
api,indeed
bhāvānām,things which exist
trāṇa,the protector
sthiti,the life-giver
apyaya,the destruction
udbhavaḥ,and the creation.
ucca,in the superior
avaceṣu,and the inferior
bhūteṣu,created objects and entities
durjñeyam,hard to understand
akṛta-ātmabhiḥ,by the impious
upāsate,they worship
tvām,You
bhagavan,my dear Lord
yāthā-tathyena,in truth
brāhmaṇāḥ,those dedicated to the Vedic conclusion.
yeṣuyeṣu,in which various
ca,also
bhūteṣu,forms
bhaktyā,with devotion
tvām,You
parama-ṛṣayaḥ,the great sages
upāsīnāḥ,worshiping
prapadyante,achieve
saṁsiddhim,perfection
tat,that
vadasva,please speak
me,to me.
gūḍhaḥ,hidden
carasi,You are engaged
bhūta-ātmā,the Supersoul
bhūtānām,of the living entities
bhūta-bhāvana,O maintainer of all living beings
na,not
tvām,You
paśyanti,they see
bhūtāni,living entities
paśyantam,who are seeing
mohitāni,bewildered
te,by You.
yāḥkāḥ,whatever
ca,also
bhūmau,on the earth
divi,in heaven
vai,indeed
rasāyām,in hell
vibhūtayaḥ,potencies
dikṣu,in all directions
mahā-vibhūte,O supremely potent
tāḥ,those
mahyam,unto me
ākhyāhi,please explain
anubhāvitāḥ,manifested
te,by You
namāmi,I offer my humble obeisances
te,Your
tīrtha-pada,the abode of all holy places
aṅghri-padmam,at the lotus feet.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
evam,thus
etat,this
aham,I
pṛṣṭaḥ,was asked
praśnam,the question or topic
praśna-vidām,of those who know how to inquire
vara,you who are the best
yuyutsunā,by him who desired to fight
vinaśane,in the Battle of Kurukṣetra
sapatnaiḥ,with his rivals or enemies
arjunena,by Arjuna
vai,indeed.
jñātvā,being aware
jñāti,of his relatives
vadham,the killing
garhyam,abominable
adharmam,irreligion
rājya,to acquire a kingdom
hetukam,having as the motive
tataḥ,from such activity
nivṛttaḥ,retired
haratā,the killer
aham,I am
hataḥ,killed
ayam,this group of relatives
iti,thus
laukikaḥ,mundane.
saḥ,he
tadā,at that time
puruṣa-vyāghraḥ,the tiger among men
yuktyā,by logical argument
me,by Me
pratibodhitaḥ,enlightened in real knowledge
abhyabhāṣata,addressed questions
mām,to Me
evam,thus
yathā,just as
tvam,you
raṇa,of the battle
mūrdhani,in the front.
aham,I am
ātmā,the Supersoul
uddhava,O Uddhava
amīṣām,of these
bhūtānām,living entities
su-hṛt,the well-wisher
īśvaraḥ,the supreme controller
aham,I am
sarvāṇibhūtāni,all entities
teṣām,of them
sthiti,the maintenance
udbhava,creation
apyayaḥ,and annihilation.
aham,I am
gatiḥ,the ultimate goal
gati-matām,of those who seek progress
kālaḥ,time
kalayatām,of those who exert control
aham,I am
gunāṇām,of the modes of material nature
ca,also
api,even
aham,I am
sāmyam,material equilibrium
guṇini,in the pious
autpattikaḥ,natural
guṇaḥ,virtue.
guṇinām,among things possessing qualities
api,indeed
aham,I am
sūtram,the primarysūtra-tattva
mahatām,among great things
ca,also
mahān,the total material manifestation
aham,I am
sūkṣmāṇām,among subtle things
api,indeed
aham,I am
jīvaḥ,the spirit soul
durjayānām,among things difficult to conquer
aham,I am
manaḥ,the mind.
hiraṇya-garbhaḥ,Lord Brahmā
vedānām,of theVedas
mantrāṇām,ofmantras
praṇavaḥ,theoṁkāra
tri-vṛt,consisting of three letters
akṣarāṇām,of letters
a-kāraḥ,"the first letter,a"
asmi,I am
padāni,the three-line Gāyatrīmantra
chandasām,among sacred meters
aham,I am.
indraḥ,Lord Indra
aham,I am
sarva-devānām,among the demigods
vasūnām,among the Vasus
asmi,I am
havya-vāṭ,"the carrier of oblations, the fire-god Agni"
ādityānām,among the sons of Aditi
aham,I am
viṣṇuḥ,Viṣṇu
rudrāṇām,among the Rudras
nīla-lohitaḥ,Lord Śiva.
brahma-ṛṣīṇām,among the saintlybrāhmaṇas
bhṛguḥ,Bhṛgu Muni
aham,I am
rāja-ṛṣīṇām,among the saintly kings
aham,I am
manuḥ,Manu
deva-ṛṣīṇām,among the saintly demigods
nāradaḥ,Nārada Muni
aham,I am
havirdhānī,Kāmadhenu
asmi,I am
dhenuṣu,among cows.
siddha-īśvarāṇām,among perfected beings
kapilaḥ,I am Lord Kapila
suparṇaḥ,Garuḍa
aham,I am
patatriṇām,among birds
prajāpatīnām,among the progenitors of mankind
dakṣaḥ,Dakṣa
aham,I am
pitṝṇām,among the forefathers
aham,I am
aryamā,Aryamā.
mām,Me
viddhi,you should know
uddhava,My dear Uddhava
daityānām,"among the sons of Diti, the demons"
prahlādam,Prahlāda Mahārāja
asura-īśvaram,the lord of theasuras
somam,the moon
nakṣatra-oṣadhīnām,among the stars and herbs
dhana-īśam,"the lord of wealth, Kuvera"
yakṣa-rakṣasām,among the Yakṣas and Rākṣasas.
airāvatam,the elephant Airāvata
gaja-indrāṇām,among lordly elephants
yādasām,among aquatics
varuṇam,Varuṇa
prabhum,the lord of seas
tapatām,among things that heat
dyu-matām,among things that illuminate
sūryam,I am the sun
manuṣyāṇām,among human beings
ca,also
bhū-patim,the king.
uccaiḥśravāḥ,the horse Uccaiḥśravā
turaṅgāṇām,among horses
dhātūnām,among metals
asmi,I am
kāñcanam,gold
yamaḥ,Yamarāja
saṁyamatām,among those who punish and suppress
ca,also
aham,I
sarpāṇām,among serpents
asmi,am
vāsukiḥ,Vāsuki.
nāga-indrāṇām,among the best of many-hooded snakes
anantaḥ,Anantadeva
aham,I am
mṛga-indraḥ,the lion
śṛṅgi-daṁṣṭriṇām,among animals with sharp horns or teeth
āśramāṇām,among the four social orders of life
aham,I am
turyaḥ,"the fourth,sannyāsa"
varṇānām,among the four occupational orders
prathamaḥ,"the first, thebrāhmaṇas"
anagha,O sinless one.
tirthānām,among holy places
srotasām,among flowing things
gaṅgā,the sacred Ganges
samudraḥ,the ocean
sarasām,among steady bodies of water
aham,I am
āyudhānām,among weapons
dhanuḥ,the bow
aham,I am
tri-pura-ghnaḥ,Lord Śiva
dhanuḥ-matām,among those who wield the bow.
dhiṣṇyānām,residences
asmi,am
aham,I
meruḥ,Mount Sumeru
gahanānām,of impervious places
